 0.071255889	 0.001790758	 4.6184e-05	 0.00027637	 9720
 0.019077349	 0.003660433	 7.8613e-05	 0.006612858	 705977
 0.012603804	 0.010593653	 5.8465e-05	 0.002865977	 936165
 0.053443436	 0.001116999	 9.2447e-05	 0.00012142	 6992
 0.113497197	 0.317620445	 3.4278e-05	 0.000737388	 176959
 0.094346905	 0.00058291	 1.4243e-05	 4.0023e-05	 1057
 0.383231526	 0.054900364	 3.3683e-05	 0.006021021	 1001482
 0.006472967	 0.000913222	 3.5578e-05	 4.2445e-05	 1358
 0.006898457	 0.33488271	 3.8098e-05	 0.023949083	 2698467
 0.007810678	 0.101934905	 4.6473e-05	 0.028167469	 2698448
 0.009076991	 0.010410746	 3.95e-05	 0.001472	 487434
 0.052662384	 0.31042721	 3.8741e-05	 0.071884564	 6808910
 0.006026643	 0.062363781	 1.7974e-05	 0.031629388	 3694431
 0.00740895	 0.000790203	 1.1087e-05	 5.7098e-05	 281
 0.011510062	 0.000673255	 1.9707e-05	 2.9438e-05	 336
 0.007748152	 0.000870603	 3.798e-05	 3.4387e-05	 437
 0.056017734	 0.430208753	 8.9258e-05	 0.212210509	 17846712
 0.526971348	 0.025145543	 1.8735e-05	 0.001174445	 293824
 0.001019844	 0.000479655	 4.1512e-05	 2.2551e-05	 281
 0.016186398	 0.007260662	 7.7059e-05	 0.003553028	 487434
 0.070150543	 0.00097998	 1.1487e-05	 5.0417e-05	 2409
 0.107465736	 0.000393112	 8.732e-06	 3.8443e-05	 789
 0.001118217	 0.038075186	 3.7961e-05	 0.08270573	 8550321
 0.016252529	 0.217228414	 4.7248e-05	 0.379163426	 30730246
 0.541252594	 0.01538878	 1.8033e-05	 0.001426182	 293839
 0.001059913	 0.000947799	 1.5643e-05	 4.2643e-05	 320
 0.010193034	 0.000537237	 1.9887e-05	 3.5019e-05	 281
 0.056945112	 0.296463737	 3.7074e-05	 0.21686889	 17847415
 0.626756062	 0.010920186	 4.9228e-05	 0.001424474	 293823
